,original_index,item_number,document_number,volume,start_page,page_length,agency,title,action_FR_coded,phase,action,joint,publication_date,html_url,REG_DOT_GOV_DOCNO,RIN,identifier,URL,coded_on_sheet
65,21,0,2016-11505,81,35123,61,FRS,Net Stable Funding Ratio: Liquidity Risk Measurement Standards and Disclosure Requirements,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,6/1/16,https://www.federalregister.gov/documents/2016/06/01/2016-11505/net-stable-funding-ratio-liquidity-risk-measurement-standards-and-disclosure-requirements,FRS-2016-0182-0001,7100-AE51,R-1537,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1537&doc_ver=1,Documents
66,21,1,2016-25871,81,74315,12,FDIC,Enhanced Cyber Risk Management Standards,Joint advance notice of proposed rulemaking.,ANPR,Issuance,Yes,10/26/16,https://www.federalregister.gov/documents/2016/10/26/2016-25871/enhanced-cyber-risk-management-standards,FDIC-2016-0093-0001,3064–AE45,3064–AE45,https://www.fdic.gov/regulations/laws/federal/2016/2016_enhanced_cyber_risk_3064-ae45.html,Documents
67,21,2,2016-11505,81,35123,61,OCC,Net Stable Funding Ratio: Liquidity Risk Measurement Standards and Disclosure Requirements,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,6/1/16,https://www.federalregister.gov/documents/2016/06/01/2016-11505/net-stable-funding-ratio-liquidity-risk-measurement-standards-and-disclosure-requirements,OCC-2014-0029-0014,1557–AD97,OCC-2014-0029,https://www.regulations.gov/docket?D=OCC-2014-0029,Documents
68,22,0,2016-11209,81,29169,25,FRS,Restrictions on Qualified Financial Contracts of Systemically Important U.S. Banking Organizations and the U.S. Operations of Systemically Important Foreign Banking Organizations; Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions,Notice of proposed rulemaking.,NPR,Issuance,No,5/11/16,https://www.federalregister.gov/documents/2016/05/11/2016-11209/restrictions-on-qualified-financial-contracts-of-systemically-important-us-banking-organizations-and,FRS-2016-0162-0001,7100-AE52,R-1538,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1538&doc_ver=1,Documents
69,22,1,2017-19053,82,42882,45,FRS,Restrictions on Qualified Financial Contracts of Systemically Important U.S. Banking Organizations and the U.S. Operations of Systemically Important Foreign Banking Organizations; Revisions to the Definition of Qualifying Master Netting Agreement and Related Definitions,Final rule.,FINAL,Issuance,No,9/12/17,https://www.federalregister.gov/documents/2017/09/12/2017-19053/restrictions-on-qualified-financial-contracts-of-systemically-important-us-banking-organizations-and,FRS-2017-0254-0001,7100-AE52,R-1538,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1538&doc_ver=1,Documents
70,23,0,2016-14005,81,38610,22,FRS,Enhanced Prudential Standards for Systemically Important Insurance Companies,Request for public comment on the application of enhanced prudential standards to certain nonbank financial companies.,NPR,Issuance,No,6/14/16,https://www.federalregister.gov/documents/2016/06/14/2016-14005/enhanced-prudential-standards-for-systemically-important-insurance-companies,FRS-2016-0196-0001,7100-AE54,R-1540,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1540&doc_ver=1,Documents
71,24,0,2016-25871,81,74315,12,FRS,Enhanced Cyber Risk Management Standards,Joint advance notice of proposed rulemaking.,ANPR,Issuance,Yes,10/26/16,https://www.federalregister.gov/documents/2016/10/26/2016-25871/enhanced-cyber-risk-management-standards,FRS-2016-0341-0001,7100–AE61,R-1550,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1550&doc_ver=1,Documents
72,24,2,2016-25871,81,74315,12,OCC,Enhanced Cyber Risk Management Standards,Joint advance notice of proposed rulemaking.,ANPR,Issuance,Yes,10/26/16,https://www.federalregister.gov/documents/2016/10/26/2016-25871/enhanced-cyber-risk-management-standards,OCC-2016-0016-0001,1557-AE06,OCC-2016-0016,https://www.regulations.gov/docket?D=OCC-2016-0016,Documents
73,25,0,2015-12850,80,30383,7,FRS,Liquidity Coverage Ratio: Treatment of U.S. Municipal Securities as High-Quality Liquid Assets,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,5/28/15,https://www.federalregister.gov/documents/2015/05/28/2015-12850/liquidity-coverage-ratio-treatment-of-us-municipal-securities-as-high-quality-liquid-assets,FRS-2015-0182-0001,7100-AE32,R-1514,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1514&doc_ver=1,Documents
74,25,1,2016-07716,81,21223,11,FRS,Liquidity Coverage Ratio: Treatment of U.S. Municipal Securities as High-Quality Liquid Assets,Final rule.,FINAL,Issuance,No,4/11/16,https://www.federalregister.gov/documents/2016/04/11/2016-07716/liquidity-coverage-ratio-treatment-of-us-municipal-securities-as-high-quality-liquid-assets,FRS-2016-0116-0001,7100-AE32,R-1514,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1514&doc_ver=1,Documents
75,26,0,2013-20143,78,51101,15,OCC,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Joint notice of proposed rulemaking.,NPR,Issuance,Yes,8/20/13,https://www.federalregister.gov/documents/2013/08/20/2013-20143/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,OCC-2013-0008-0001,1557-AD69,OCC-2013-0008,https://www.regulations.gov/docket?D=OCC-2013-0008,Dockets
76,26,0,2014-09367,79,24528,14,OCC,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Final rule.,FINAL,Issuance,No,5/1/14,https://www.federalregister.gov/documents/2014/05/01/2014-09367/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,OCC-2013-0008-0032,1557-AD69,OCC-2013-0008,https://www.regulations.gov/docket?D=OCC-2013-0008,Dockets
77,26,1,2013-20143,78,51101,15,FRS,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Joint notice of proposed rulemaking.,NPR,Issuance,Yes,8/20/13,https://www.federalregister.gov/documents/2013/08/20/2013-20143/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,,7100-AD99,R-1460_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1460&doc_ver=1,Dockets
78,26,1,2014-09367,79,24528,14,FRS,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Final rule.,FINAL,Issuance,No,5/1/14,https://www.federalregister.gov/documents/2014/05/01/2014-09367/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,,7100-AD99,R-1460_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1460&doc_ver=1,Dockets
79,26,1,2018-00062,83,705,2,FRS,Regulatory Capital Rules; Correction,Final rule; correcting amendments.,FINAL,Correction,No,1/8/18,https://www.federalregister.gov/documents/2018/01/08/2018-00062/regulatory-capital-rules-correction,,7100-AD99,R-1460_V1,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1460&doc_ver=1,Dockets
80,26,2,2013-20143,78,51101,15,FDIC,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Joint notice of proposed rulemaking.,NPR,Issuance,Yes,8/20/13,https://www.federalregister.gov/documents/2013/08/20/2013-20143/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,,3064–AE01,3064–AE01,https://www.fdic.gov/regulations/laws/federal/2013/2013-leverage_ratio_standards.html,Dockets
81,26,2,2014-09367,79,24528,14,FDIC,"Regulatory Capital Rules: Regulatory Capital, Enhanced Supplementary Leverage Ratio Standards for Certain Bank Holding Companies and Their Subsidiary Insured Depository Institutions",Final rule.,FINAL,Issuance,No,5/1/14,https://www.federalregister.gov/documents/2014/05/01/2014-09367/regulatory-capital-rules-regulatory-capital-enhanced-supplementary-leverage-ratio-standards-for,,3064–AE01,3064–AE01,https://www.fdic.gov/regulations/laws/federal/2013/2013-leverage_ratio_standards.html,Dockets
82,27,0,2011-5011,76,12611,6,OTS,Risk-Based Capital Standards: Advanced Capital Adequacy Framework-Basel II; Establishment of a Risk-Based Capital Floor,Notice of proposed rulemaking.,NPR,Issuance,No,3/8/11,https://www.federalregister.gov/documents/2011/03/08/2011-5011/risk-based-capital-standards-advanced-capital-adequacy-framework-basel-ii-establishment-of-a,OTS-2011-0002-0001,1550–AC41,OTS-2011-0002,https://www.regulations.gov/docket?D=OTS-2011-0002,Documents
83,28,0,2010-32190,75,82317,7,OCC,Risk-Based Capital Standards: Advanced Capital Adequacy Framework-Basel II; Establishment of a Risk-Based Capital Floor,Joint notice of proposed rulemaking.,NPR,Issuance,Yes,12/30/10,https://www.federalregister.gov/documents/2010/12/30/2010-32190/risk-based-capital-standards-advanced-capital-adequacy-framework-basel-ii-establishment-of-a,OCC-2010-0009-0001,1557–AD33,OCC-2010-0009,https://www.regulations.gov/docket?D=OCC-2010-0009,Dockets
84,28,1,2010-32190,75,82317,7,OCC,Risk-Based Capital Standards: Advanced Capital Adequacy Framework-Basel II; Establishment of a Risk-Based Capital Floor,Joint notice of proposed rulemaking.,NPR,Issuance,Yes,12/30/10,https://www.federalregister.gov/documents/2010/12/30/2010-32190/risk-based-capital-standards-advanced-capital-adequacy-framework-basel-ii-establishment-of-a,,1557-AD33,OCC-2011-0009,https://www.regulations.gov/docket?D=OCC-2011-0009,Dockets
85,28,1,2011-15669,76,37620,10,OCC,Risk-Based Capital Standards: Advanced Capital Adequacy Framework-Basel II; Establishment of a Risk-Based Capital Floor,Final rule.,FINAL,Issuance,No,6/28/11,https://www.federalregister.gov/documents/2011/06/28/2011-15669/risk-based-capital-standards-advanced-capital-adequacy-framework-basel-ii-establishment-of-a,OCC-2011-0009-0001,1557-AD33,OCC-2011-0009,https://www.regulations.gov/docket?D=OCC-2011-0009,Dockets
86,28,2,2010-32189,76,1889,34,FRS,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,,7100-AD61,R-1401_V2,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1401&doc_ver=2,Dockets
87,28,2,2011-32073,76,79379,29,FRS,Risk-Based Capital Guidelines: Market Risk; Alternatives to Credit Ratings for Debt and Securitization Positions,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-32073/risk-based-capital-guidelines-market-risk-alternatives-to-credit-ratings-for-debt-and-securitization,,7100-AD61,R-1401_V2,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1401&doc_ver=2,Dockets
88,28,2,2012-16759,77,53059,57,FRS,Risk-Based Capital Guidelines: Market Risk,Joint final rule.,FINAL,Issuance,Yes,8/30/12,https://www.federalregister.gov/documents/2012/08/30/2012-16759/risk-based-capital-guidelines-market-risk,,7100-AD61,R-1401_V2,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1401&doc_ver=2,Dockets
89,28,3,2010-32190,75,82317,7,FDIC,Risk-Based Capital Standards: Advanced Capital Adequacy Framework-Basel II; Establishment of a Risk-Based Capital Floor,Joint notice of proposed rulemaking.,NPR,Issuance,Yes,12/30/10,https://www.federalregister.gov/documents/2010/12/30/2010-32190/risk-based-capital-standards-advanced-capital-adequacy-framework-basel-ii-establishment-of-a,FDIC-2010-0144-0001,3064-AD58,3064-AD58,https://www.fdic.gov/regulations/laws/federal/2010/10comdec30.html,Dockets
90,29,0,2010-32189,76,1889,34,OCC,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,OCC-2010-0003-0001,1557-AC99,OCC-2010-0003,https://www.regulations.gov/docket?D=OCC-2010-0003,Dockets
91,29,0,2011-32073,76,79379,29,OCC,Risk-Based Capital Guidelines: Market Risk; Alternatives to Credit Ratings for Debt and Securitization Positions,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-32073/risk-based-capital-guidelines-market-risk-alternatives-to-credit-ratings-for-debt-and-securitization,OCC-2010-0003-0012,1557-AC99,OCC-2010-0003,https://www.regulations.gov/docket?D=OCC-2010-0003,Dockets
92,29,1,2010-32189,76,1889,34,FRS,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,FRS-2011-0008-0001,7100-AD61,R-1401,https://www.federalreserve.gov/apps/foia/ViewComments.aspx?doc_id=R-1401&doc_ver=2,Documents
93,29,2,2010-32189,76,1889,34,FDIC,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,FDIC-2011-0002-0001,3064-AD70,3064-AD70,https://www.fdic.gov/regulations/laws/federal/2011/11comad70.html,Documents
94,29,3,2010-32189,76,1889,34,OCC,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,OCC-2010-0003-0012,1557–AC99,OCC-2010-0003,https://www.regulations.gov/docket?D=OCC-2010-0003,Documents
95,29,4,2011-32073,76,79379,29,FRS,Risk-Based Capital Guidelines: Market Risk; Alternatives to Credit Ratings for Debt and Securitization Positions,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-32073/risk-based-capital-guidelines-market-risk-alternatives-to-credit-ratings-for-debt-and-securitization,FRS-2011-0362-0001,7100-AD61,R-1401,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1401&doc_ver=2,Documents
96,29,5,2011-32073,76,79379,29,FDIC,Risk-Based Capital Guidelines: Market Risk; Alternatives to Credit Ratings for Debt and Securitization Positions,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-32073/risk-based-capital-guidelines-market-risk-alternatives-to-credit-ratings-for-debt-and-securitization,FDIC-2011-0171-0001,3064-AD70,3064-AD70,https://www.fdic.gov/regulations/laws/federal/2011/11comad70-2.html,Documents
97,29,6,2010-32189,76,1889,34,OCC,Risk-Based Capital Guidelines: Market Risk,Notice of proposed rulemaking with request for public comment.,NPR,Issuance,No,1/11/11,https://www.federalregister.gov/documents/2011/01/11/2010-32189/risk-based-capital-guidelines-market-risk,,1557-AC99,OCC-2012-0002,https://www.regulations.gov/docket?D=OCC-2012-0002,Dockets
98,29,6,2011-32073,76,79379,29,OCC,Risk-Based Capital Guidelines: Market Risk; Alternatives to Credit Ratings for Debt and Securitization Positions,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,12/21/11,https://www.federalregister.gov/documents/2011/12/21/2011-32073/risk-based-capital-guidelines-market-risk-alternatives-to-credit-ratings-for-debt-and-securitization,,1557-AC99,OCC-2012-0002,https://www.regulations.gov/docket?D=OCC-2012-0002,Dockets
99,29,6,2012-16759,77,53059,57,OCC,Risk-Based Capital Guidelines: Market Risk,Joint final rule.,FINAL,Issuance,Yes,8/30/12,https://www.federalregister.gov/documents/2012/08/30/2012-16759/risk-based-capital-guidelines-market-risk,OCC-2012-0002-0001,1557-AC99,OCC-2012-0002,https://www.regulations.gov/docket?D=OCC-2012-0002,Dockets
100,29,7,2012-16759,77,53059,57,FRS,Risk-Based Capital Guidelines: Market Risk,Joint final rule.,FINAL,Issuance,Yes,8/30/12,https://www.federalregister.gov/documents/2012/08/30/2012-16759/risk-based-capital-guidelines-market-risk,FRS-2012-0252-0001,7100-AD61,R-1401,https://www.federalreserve.gov/apps/foia/ViewAllComments.aspx?doc_id=R-1401&doc_ver=2,Documents
101,29,8,2012-16759,77,53059,57,FDIC,Risk-Based Capital Guidelines: Market Risk,Joint final rule.,FINAL,Issuance,Yes,8/30/12,https://www.federalregister.gov/documents/2012/08/30/2012-16759/risk-based-capital-guidelines-market-risk,FDIC-2012-0101-0001,3064-AD70,3064-AD70,"https://www.fdic.gov/regulations/laws/federal/2011/11comad70.html, https://www.fdic.gov/regulations/laws/federal/2011/11comad70-2.html",Documents
102,29,9,2013-16434,78,43829,10,FRS,Risk-Based Capital Guidelines; Market Risk,Notice of proposed rulemaking (NPR).,NPR,Issuance,No,7/22/13,https://www.federalregister.gov/documents/2013/07/22/2013-16434/risk-based-capital-guidelines-market-risk,FRS-2013-0210-0001,7100-AD98,R-1459,https://web.archive.org/web/20150504110500/http://www.federalreserve.gov:80/apps/foia/ViewComments.aspx?doc_id=R-1459&doc_ver=1,Documents
